conversation_id,customer_message,agent_response,intent
64004.0,"@115850 item not yet received, Order date 26-Nov-2017 Order # 406-8211914-5496311 Tracking #: 350134473493",@130697 Apologies for the delay in delivering the order. Has this been reported to our support team yet? You may connect with them from here https://t.co/TxK11znixD they would do the needful to help. 1/2 ^KK,UNLABELLED
64154.0,@AmazonHelp No justification why you extended delivery date by 5 days. Even I requested them if I place fresh order will you deliver early...no words on that. Why you have prime service if you deliver in 8 days and in portal you show delivery by tomorrow.,@130698 Please wait till the new estimates shared with you. I'm positive your order should be delivered as per the estimates. Appreciate your understanding. (2/2)^SF,UNLABELLED
64155.0,. @AmazonHelp I purchased Kindle cover which was about to deliver yesterday. Till the morning same status was in https://t.co/sunmZYKKA1 it is showing delivery by Monday. Why the fuck u offer prime membership if u hv to do all this. Order no:- 408-6217882-7253940,@130698 Apologies for the delay in delivering the order. Has this been reported to our support team yet? You may connect with them from here https://t.co/TxK11znixD they would do the needful to help. 1/2 ^KK,UNLABELLED
65875.0,errrrrr…what the heck does this “Arriving Wednesday”…mean?！ It's already Thursday…Bro…So could you give me my Loki today? on Thor's day?Pleeeeeaaaaase？ಠ_ರೃ @115821 https://t.co/cM82vYsQoX,"@131067 My apologies. If you get in touch: https://t.co/hApLpMlfHN, we'll be happy to look into this. ^DC",UNLABELLED
67427.0,@11__credit_card__ could you please provide me whose delivering this and his number cause I gotta leave my house soon,@131400 We cannot check your order details over social platform. Please connect with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW,UNLABELLED
67491.0,@AmazonHelp And a few other parcels for other people were left unattended too in a place that anyone could've taken them. Not a safe place at all.,"@131416 When you place the order, you have the ability to leave safe place instruction for where the driver can leave it, if you are not in. Have you raised this with us before that parcels are being left out in the open unattended?^SM",UNLABELLED
67547.0,@AmazonHelp not what I need just before Christmas. Not happy. Yes I will thanks for your help,"@131423 Hi Aleia, I'm sorry to hear about the charge! Can you contact us here: https://t.co/oGDklGgbCZ so that we can look into it for you?^PJ",UNLABELLED
69644.0,"@AmazonHelp Hi, no only the packaging it came in. Not ideal tho.",@131783 I'm sorry to hear of this. Was the item damaged at all? ^KI,UNLABELLED
69843.0,@AmazonHelp I'm hvng issues with my recently bought 100% original Motorola turbo power charger 2.8 amp delivered on 4th of Nov. It's been less than a month and I'm not getting any solution either from custmr support or the seller. Order id 4__credit_card__ amazon id. Ankursingh,@131815 Sorry to know that your recent experience wasn't on par with your expectation. We'll certainly look into this issue. Kindly share your details here: https://t.co/beaaDm0muc and we'll get it checked. 1/2 ^SY,UNLABELLED
71826.0,@AmazonHelp Are you still appreciating my patience as it’s about to run out. I haven’t received any sort of communication so far. It was supposed to be a friend’s birthday gift which you’ve effectively ruined.,"@130691 We have received your details, we will get back to you at the earliest. Appreciate your patience and understanding. ^AH",UNLABELLED
71834.0,"@115817 the Amazon package I'm waiting for is at the local delivery hub, ,supposed to be delivered today. Notified of a carrier delay, and delivery will be rescheduled. Whhaatis a carrier delay?",@132119 Do you have a specific package we can assist you with? Please DM our team your tracking details. ^DS https://t.co/wKJHDXWGRQ,UNLABELLED
71903.0,@115821 very bad Couriar service. you make fake promise guarantee for delivery. your call centre executive not give right information. your company make fake promise. All are talk rudely. My order No. # 171-0728961-5293153,@132131 I'm sorry about the unpleasant experience you had with the courier services. Let us take a closer look at this. Please provide your details here: https://t.co/beaaDm0muc. (1/2)^SF,UNLABELLED
73623.0,今初めて知った・・・・自分Amazonプライム会員だったと・・・・・・・・・・,@132466 (1/2)以前ご注文の際にAmazonプライム無料体験をご利用されておりませんか？お申込み後、自動更新をOFFにされていない場合、体験終了後有料会員へ移行となります。会員情報は、アカウントサービス&gt;Amazonプライム会員情報を管理するにてご確認いただけます。ET,UNLABELLED
74639.0,@115821 @115850 i don’t understand y there is return policy.if its only depends on 1.3 rate app and that showing 1/2 https://t.co/jrrcnN2RjB,"@132715 Seems like you had an unpleasant experience please share your details here: https://t.co/GIJyeYqKE0 and we'll look into this for you. Also, Please don’t provide your order details as we consider them to be personal information. (1/2)^SU",UNLABELLED
74757.0,"Dear @115821 : Your ""Amazon Logistics"" delivery system is the worst. Yet another one of my packages failed to be delivered within two-day window of Prime. I'm not paying to have some incompetent uber-esque amateur delivery service. Not renewing my Prime until things change.",@132731 I realize that late packages are frustrating. This is our busiest time of year and unfortunately that slows everything down a bit. Were you able to reach out to us regarding your most recent late package? ^SP (2/2),UNLABELLED
76030.0,Order No: 171-3705259-1179509 I have received stone in my delivery box instead of the product which I ordered and amazon specialist team said go to hell after committing me the refund today. @115850 @115851 @AmazonHelp https://t.co/KFdsbH6nAg,@133015 I'm sorry to know that that product was missing from the box. We'd like to have closer look into this. Please share your details here: https://t.co/beaaDm0muc and we'll get back to you with an update on it at the earliest. 1/2 ^HS,UNLABELLED
77548.0,@AmazonHelp I have contacted through email. Please check and revert.,"@133277 That's strange, Akshay. We'd like to look into this issue. Kindly contact us here: https://t.co/vlvfJr4nN9 and we'll get it checked. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",UNLABELLED
77562.0,"Hey @115830 , I want to thank you for using a delivery service that takes packages to my neighbour without even knocking my door first.","@133281 Hello, I am sorry to hear this. Have you been able to retrieve the parcel ? ^CR",UNLABELLED
78710.0,@115850 Did not receive the refund even after 9 days. https://t.co/NMxpIQx3yL,"@133557 The refund on the order is usually processed once the return reaches its origin. However, we'd like to check this and assist, please reach out to us, here: https://t.co/vlvfJr4nN9. (1/2) ^YP",UNLABELLED
78728.0,@115850 Amazon Pay Transaction ID: P04-8162414-8751827 was declined by Ridlr but payment of Rs.100 from Amazon Pay Balance has not been reversed yet. Pls. help.,@133562 I'm sorry to know your transaction has been declined &amp; and the amount has not been refunded. Please reach out to our support team here: https://t.co/vlvfJr4nN9 so that we can help. 1/2 ^HS,UNLABELLED
78774.0,@AmazonHelp When will the LGQ6 app quiz winner list will declared,@133570 The winners will be declared by 30th Nov 2017. The results are not out yet kindly stay tuned. ^RB,UNLABELLED
78823.0,Hey @115821 what is going on with your provider @115817? I’ve ordered 5 things and 4 of them have been delayed. Ordered a Prime on 3 of them. On is now 7 days late...should have just bought it at the store,"@133577 I am sorry your packages have been delayed. Our team would be happy to research, please DM the tracking numbers, your address, and telephone number. ^TV https://t.co/wKJHDXWGRQ",UNLABELLED
80642.0,"@115830 @115821 Ordered Clinique happy aftershave on Friday 24th of November, yesterday I checked to see when it would be delivered, stated Thursday (today). I checked again this morning and it now says payment declined, this is NOT the case! Cust service is a joke!","@133892 Truly sorry for any inconvenience caused, Kelsey! With Twitter, we have no access to account or order information but we're here to help! Have you contacted your bank or financial institution to confirm? Learn more: https://t.co/ldoS7cfuXG ^JE",UNLABELLED
80719.0,@AmazonHelp Why don't u upload the winner list on Amazon App.. And also taking too much time to accounce quiz winner and not accouncing on given time... Sorry to say that but it looks like it's all fake fake fake fake.... Totally disappointed with d AmazonQuizApp process,"@130705 Sorry for the delay in announcing the winners. As of now, we are not having any update on that. Keep checking this contest winners page here: https://t.co/r3d1tMUcEc for the upcoming announcements. ^SC",UNLABELLED
84158.0,今日Amazonで買った商品が郵便ポストに突っ込まれていた 前はきちんと本人に届けてくれて受け取りのサインもしてたのに。 しかも領収書も入ってない そういう風に変わったのかな？ @116313 #Amazon,@134504 (1/2)失礼いたします。当サイト規定のメール便の梱包サイズに該当する商品は「メール便」でお届けすることがございます。なお、メール便はポスト投函をもって配達完了とさせていただいております。詳しくはリンクのヘルプをご参照ください。https://t.co/sk7H6eXDG0 SM,UNLABELLED
86143.0,"@AmazonHelp @122232 It’s not serious from a company like Amazon or DPD to say “wait longer as it’ll usually arrive within a few days” when a customer has already pay for express delivery. Not to mention Amazon app says “expected 1-5 Dec”, which sounds like a joke.",@134804 I'm very sorry about the delay. Have you checked your Tracking directly on the DPD website is see if there is any further info? Sometimes they have updated quicker than through your orders. ^MI,UNLABELLED
89345.0,@AmazonHelp you guys are taking longer than usual to take money from my account and two of my orders are taking longer than usual to be dispatched... could you provide an update? Thanks :),"@135321 I'm sorry for the delay! We don’t debit money until just before your items are dispatched. Your payment card is charged approximately 24 hours after your parcel enters the dispatch process. As far as the items that have yet to ship, are we missing...1/2",UNLABELLED
91310.0,''Amazon Prime'' ich zahle jeden Monat für den ganzen Spaß aber meine Bestellung kommt meistens nicht ein Tag danach an sondern eine ganze Woche später ! Frage mich nur warum man dann damit wirbt .... @117795 @115821 @116618 https://t.co/Fv1RSaL0nX,"@135802 Hi! Ich kann verstehen, dass die Verzögerung ärgerlich für dich ist. Bitte gedulde dich noch bis zum angegebenen Datum. Die Lieferung sollte in Kürze bei dir ankommen. Liebe Grüße ^TA",UNLABELLED
91318.0,@AmazonHelp Es un regalo de Navidad,@135805 ¿El pedido era gestionado por Amazon o por un vendedor independiente? ^KS,UNLABELLED
91503.0,"@115850 @115851 @4773 __email__,Reg Mob-9717597841.I have placed an order on Amazon.in on 21NOV. Order ID-4__credit_card__.Not received order Still.Estimated Delivery Date of Order was 27Nov &amp;Today is30Nov.I need token of Apology of Rs1000 in AmazonPayBal https://t.co/EarpjMSZBi","@135838 As per the screen shot shared by you would receive the order by 1 December 2017, please wait for the same. We would not be able to provide any gift card balance for this. (1/2) ^MD",UNLABELLED
93735.0,"@AmazonHelp C'est sur le compte à mon père, mais hier soir quand on a regardé ils mettaient que le colis avait été livré à un client","@136317 Bonjour Marie, je suis sincèrement désolée pour le désagrément causé par cet incident. Pouvez-vous m'indiquer que dit votre suivi de colis s'il vous plaît ? ^SB",UNLABELLED
96665.0,"@AmazonHelp Vor ein paar Tagen ein Bote, der kein Wort deutsch konnte und daher nicht verstand, wass sein PDA von ihm wollte (""Erneut scannen""). Er hat so lange wild darauf rum getippt, bis es ""Wollen Sie wirklich Ihre Tour abbrechen?"" fragte.","@137097 Der Support wird die nötigen Schritte in die Wege leiten. Bitte melde dich nochmal, wenn wir etwas tun können. ^BL",UNLABELLED
96683.0,@115850 @115851 Please stop cheating customers by delivering old products. Bought a new laptop this week whose warranty is valid only for 290 days instead of a year.. Order id 405-5462082-7360357.. NEED REFUND.. https://t.co/GMhc0vBJ69,@137099 Apologies for the trouble with the order received. Definitely not an intended experience for our customers. We'd like to help. Kindly report it to our support team here: https://t.co/vlvfJr4nN9 and we'll have this sorted. 1/2 ^KH,UNLABELLED
99996.0,@AmazonHelp https://t.co/JTCYZ0SgtT,"@137901 Avez-vous contacté le vendeur pour lui faire part de la situation? Si oui, quelle a été sa réponse? ^MD",UNLABELLED
101707.0,comprei o livro antes de sair de casa e quando cheguei na aula já tinha sido enviado @117086 te amo,@138280 Wow! Nós também te amamos Leandro! E obrigada por ter nos dado essa excelente noticia! Espero aproveite bastante a leitura! Um grande abraço! ^NP,UNLABELLED
102904.0,Day 3# Day light Robbery by Amazon #Delivered Fake Bose Speakers #Not interested in replacing to orginal product #@115851 Solve my problem @AmazonHelp can't solve.They don't have power. @118342 @119341,"@131812 I understand your concern regarding your order. However, the resolution provided to you in the email is the best we could offer at this moment. We wouldn't be able to provide any further insight on this issue. Appreciate your understanding. ^BV",UNLABELLED
102923.0,"@115850 ordered a @5903 momentum 2 iebt earphone from Amazon. Came in a horrible condition. The box was damaged, the box inside the hard case was damaged. Wtf? Want to return it right now! Don't want replacement. Ordering it directly from the Sennheiser site.",@138637 Sorry to know that your recent experience with the order wasn't on par with your expectation. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. ^GD,UNLABELLED
103088.0,"ORDER NOT DELIVERED WORST EXPERIENCE WITH AMAZON!!!@ booked remi y1 on 22nov from wednesday sale,order not delivered nd got cancelled aftr 10 days of shippment. mr amazon i want my phone. worst service, i ever recieved. once in weekend sale. @115821 @AmazonHelp @138673 https://t.co/8fKcpFvzcx",@138672 We understand your concern regarding delivery. Orders once canceled can't be reinstated request you to place a new order. I have taken your feedback internally to work on. 1/2^VH,UNLABELLED
105107.0,@AmazonHelp well I more meant an actual card. Not a credit card or gift card from amazon themselves. Like if I live in UK with a uk debit card or something can I purchase stuff off the US amazon store.,"@139218 Hello, thanks for reaching out! Credits and gift cards are specific to the site that they were originally provided for. For example; an https://t.co/ykTUEmdsQA gift card cannot be used on https://t.co/nUUp5MLhYl. ^GS",UNLABELLED
107290.0,"Hi Jeff, I have purchased the wrong mobile set from amazon. Now, i want to return my mobile (order no 404-9391432-5602714). But amazon support team is saying that, they can't return. This mobile set is not useful for me. Please help me @115851 @115821 @AmazonHelp","@138642 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",UNLABELLED
111905.0,@AmazonHelp What Should I Do Now??,"@140851 I’m sorry about this experience, Bille. Has this been reported to our support team yet? Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",UNLABELLED
114448.0,@115850 &amp; again happening with my 2nd order.My order no. is 405-7015545-3145145. I contacted 3 times to CC but it still showing not yet dispatched.,"@141442 Thank you for bringing your recent order shipping issue to our notice, Akanksha. We would like to look into this for you, kindly fill this form: https://t.co/GIJyeYqKE0 and we'll contact shortly. ^MP 1/2",UNLABELLED
115963.0,"@AmazonHelp tento cancelar, mas não é possível. tento mudar o endereço de entrega, mas a opção nem mesmo aparece","@141816 Neste caso, por favor entre em contato com o nosso SAC para resolver o seu problem. Acesse o seguinte link: https://t.co/ouAOLcNWp4 ^JJ",UNLABELLED
118764.0,"There's something now quite right about these two things. Or are Friday, Saturday, Sunday &amp; Monday all cancelled? @115830 https://t.co/avY4s2VLYU",@142324 One-Day delivery refers to the transit time once an order has been dispatched. Some orders take longer than others to be shipped. You can learn more here: https://t.co/AFEHMmWRaw. ^DG,UNLABELLED
120212.0,@AmazonHelp so after 1 hour and 10 minutes on the phone they have advised me they will escalate this to the transport team!!!! They cant do any more and have disconnected the call!!! Wow! Great service @115830,"@142687 We'd still like to assist. To clarify, was customer service able to report the Fire TV Stick as lost? ^SJ",UNLABELLED
120239.0,@AmazonHelp ハニワのアニメがAmazonプライムでやると聞いたんですが、まだ配信ページってできてないんですか？？？Amazonプライムのことよくわかってなくて、、どうやって見るんですか！？！,"@142692 (1/2)配信ページはこちら＞https://t.co/htwPYzlj50 プライム・ビデオはAmazonプライムにご登録いただくことで特典としてお楽しみいだだけます。(開始から30日間無料お試し、それ以降は年会費3,900円または月額400円で選択)MH",UNLABELLED
124753.0,いつの間にかAmazonプライム会員 なってた。 これから会員特典 使いまくろ。,@143945 以前のお買い物の際などにAmazonプライムの無料体験をご利用されておりませんでしたでしょうか？Amazonプライムは自動更新設定をオフにした場合を除き、無料体験期間終了後に有料会員へ移行します。SK,UNLABELLED
126038.0,"Impress with fraud done by @115850 @AmazonHelp,Amazon india site show price higher then MRP,please look at below screen shots.I ordered from amazon india only. Amazon price(MRP):-145 Real price:-135 https://t.co/B9ujhlR4DF","@144282 I get your concern. There may be cases where M.R.P. of the product delivered is different from the M.R.P. given on the website due to various reasons including time lag in updating prices post changes in M.R.P., (1/2) ^VM",UNLABELLED
